Average of Min and Max,Firstdayeachmonth,Company + Product,Company + Variation,Secured PL,productcount,Extrarepaypoints,dailyrepaypoints,weeklyrepaypoints,Monthlyrepaypoints,fortnightlyrepaypoints,Quarterlyrepaypoints,redrawfacilitypoints,redrawactivationfeepenalty,Unsecuredpoints,earlyexitfeepenalty,totalpoints,norepaymentlimitpoints,Past Year Filter (In Progress),variationidtemp,average_rate,Initial_Repayment,balance_outstanding,Repayment,fees,Total_Cost,Personal/Car Loan Bucketing,Number of Records,Car Loan,Unsecured PL,Adminnotes,applicationfeesdollar (custom sql query1),Applicationfeesdollar,applicationfeespercent (custom sql query1),Applicationfeespercent,collectiondate (custom sql query1),Collectiondate,Companycode,Companyid,Companyname,comparisonratecar,comparisonratepersonal,description (custom sql query1),Description,Docreleasefees,Earlyexitpenaltyfee,Earlyexitpenaltyfeeperiod,Encumbrancecheckfees,extrarepaymentdollarlimits,extrarepaymentdollarlimitsperiod,filename (custom sql query1),filename,Hasearlyexitpenalty,Hasearlyexitpenaltyfeesvaries,Hasredrawfacility,introrate,introterm,Isboatallowed,Iscarloan,Iscontractemploymentaccepted,Isdebtconsolidationallowed,Isdiscontinued,Isextrarepaymentsallowed,Isfulltimeemploymentaccepted,Isfullydrawnadvance,Isholidaysallowed,Islineofcredit,Ismedicalbillallowed,Ismotorcycleallowed,Isnewcarallowed,Isparttimeemploymentaccepted,Ispersonalloan,Isrcspecial,Isrenovationallowed,Isrestrictedtocurrenthlcustomer,Issecuredbydeposit,Issecuredbyproperty,Issecuredbyvehicle,Isselfemploymentaccepted,Issharesallowed,Isspecial,Isstudentallowed,Isusedcarallowed,Isweddingallowed,maxloanamount,maxloanterm,Maxrate,Minimumincome,Minimumyearsaddress,minloanamount,minloanterm,Minrate,Minredrawamount,Missedpaymentpenalty,Ongoingfees,Ongoingfeesfrequency,Otherbenefits,Otherfees,Otherpurposes,Otherrestrictions,productid (custom sql query1),Productid,Redrawactivationfee,Repaymentfreq,Repaymenttype,Securedbyothers,Securedtype,Specialconditions,uuid (custom sql query1),Uuid,variationid
11.99,False,Big Sky Building Society - 581ff6cfa949c9659bf95b3d,Big Sky Building Society - Fully Secured Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Big Sky Building Society - 8668b9e9-a46b-4e66-a29b-0d07ec032a33 - 12 to 96,11.99,667.181840607,,40030.910436424,0,40030.910436424,PnotC,1,,,,,0,,0,19/03/2018,19/03/2018,MUSA,2e253a61-d181-4d5c-8ac8-3dfa8737371b,Big Sky Building Society,,11.99,Fully Secured Loan,Fully Secured Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,75000,96,11.99,0,0,1500,12,11.99,0,0,0,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b3d,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,8668b9e9-a46b-4e66-a29b-0d07ec032a33,8668b9e9-a46b-4e66-a29b-0d07ec032a33,510201
7.39,False,Bank of Queensland - 581ff6cfa949c9659bf95b41,Bank of Queensland - Car Loan Fixed,,1,5,0,0.5,0.5,0,0,0,0,0,-3,6,0,3,Bank of Queensland - 0403da88-26c6-455a-a9da-e0d70b06dc06 - 12 to 84,7.39,599.571538554,,35974.292313227,450,36424.292313227,CnotP,1,,,,,195,,0,19/03/2018,19/03/2018,BKQ,b4d19b57-2bdd-4c08-8dec-f46b5f0a8af5,Bank of Queensland,8.19,,Car Loan Fixed,Car Loan Fixed,0,50,0,0,5000,12,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,YES,UNKNOWN,NO,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,50000,84,7.39,0,0,5000,12,7.39,0,0,7.5,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b41,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,0403da88-26c6-455a-a9da-e0d70b06dc06,0403da88-26c6-455a-a9da-e0d70b06dc06,510209
12.95,False,Bank of Queensland - 581ff6cfa949c9659bf95b43,Bank of Queensland - Unsecured Personal Loan,,1,5,0,0.5,0.5,0,0,0,0,0,0,6,5,3,Bank of Queensland - 40dea09c-672b-4c09-b75b-62d65c10225a - 12 to 84,12.95,681.824572291,,40909.474337451,450,41359.474337451,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,BKQ,b4d19b57-2bdd-4c08-8dec-f46b5f0a8af5,Bank of Queensland,,15.59,Unsecured Personal Loan,Unsecured Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,40000,84,12.95,0,0,3000,12,12.95,0,0,7.5,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b43,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,40dea09c-672b-4c09-b75b-62d65c10225a,40dea09c-672b-4c09-b75b-62d65c10225a,510213
10.99,False,Bank of Queensland - 581ff6cfa949c9659bf95b45,Bank of Queensland - Mortgage Secured Personal Loan Fixed,,1,5,0,0.5,0.5,0,0,0,0,0,-3,6,0,3,Bank of Queensland - bc73f906-3c0c-4a93-b534-c65dfcefc0d4 - 12 to 84,10.99,652.123089499,,39127.385369951,450,39577.385369951,PnotC,1,,,,,195,,0,19/03/2018,19/03/2018,BKQ,b4d19b57-2bdd-4c08-8dec-f46b5f0a8af5,Bank of Queensland,,13.96,Mortgage Secured Personal Loan Fixed,Mortgage Secured Personal Loan Fixed,0,50,0,0,5000,12,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,YES,UNKNOWN,NO,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,50000,84,10.99,0,0,5000,12,10.99,0,0,7.5,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b45,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,bc73f906-3c0c-4a93-b534-c65dfcefc0d4,bc73f906-3c0c-4a93-b534-c65dfcefc0d4,510217
13.04,False,Bank of Queensland - 581ff6cfa949c9659bf95b47,Bank of Queensland - Unsecured Personal Overdraft,,1,0,0,0.5,0.5,0,0,0,0,0,0,1,5,3,Bank of Queensland - 926957ee-3f26-4735-8186-f3931d6a9763 - 0 to 999,13.04,683.206640409,,40992.398424517,0,40992.398424517,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,BKQ,b4d19b57-2bdd-4c08-8dec-f46b5f0a8af5,Bank of Queensland,,14.1,Unsecured Personal Overdraft,Unsecured Personal Overdraft,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,YES,False,NO,UNKNOWN,NO,YES,NO,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,40000,999,13.04,0,0,3000,0,13.04,0,0,0,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b47,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,926957ee-3f26-4735-8186-f3931d6a9763,926957ee-3f26-4735-8186-f3931d6a9763,510221
7.9,False,Circle Alliance Bank - 581ff6cfa949c9659bf95b53,Circle Alliance Bank - New Car Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Circle Alliance Bank - 5808d0fb-8b9b-4a84-bfa9-5dd647cc9d75 - 12 to 84,7.9,606.857091062,,36411.425463699,0,36411.425463699,CnotP,1,,,,,150,,0,19/03/2018,19/03/2018,CIRC,0595de0a-715b-4ffa-999c-5c5334544c20,Circle Alliance Bank,8.11,,New Car Loan,New Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,NO,NO,50000,84,7.9,0,0,500,12,7.9,0,20,0,Monthly,,0,,,581ff6cfa949c96,581ff6cfa949c9659bf95b53,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,5808d0fb-8b9b-4a84-bfa9-5dd647cc9d75,5808d0fb-8b9b-4a84-bfa9-5dd647cc9d75,510245
13.9,False,Circle Alliance Bank - 581ff6d0a949c9659bf95b55,Circle Alliance Bank - Car Loan (Car > 5 Years),,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Circle Alliance Bank - 7bef2b9b-c4b5-4d8c-8a53-54e15b25935d - 12 to 84,13.9,696.493189255,,41789.591355315,0,41789.591355315,CnotP,1,,,,,150,,0,19/03/2018,19/03/2018,CIRC,0595de0a-715b-4ffa-999c-5c5334544c20,Circle Alliance Bank,14.12,,Car Loan (Car > 5 Years),Car Loan (Car > 5 Years),0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,50000,84,13.9,0,0,500,12,13.9,0,20,0,Monthly,,0,,,581ff6d0a949c96,581ff6d0a949c9659bf95b55,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,7bef2b9b-c4b5-4d8c-8a53-54e15b25935d,7bef2b9b-c4b5-4d8c-8a53-54e15b25935d,510249
5.29,False,Coastline Credit Union - 581ff6d1a949c9659bf95b5b,Coastline Credit Union - Personal Loan Secured with Fixed Term Deposit,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Coastline Credit Union - aa4c5446-e0ee-4424-ad73-7657778b7c83 - 12 to 84,5.29,570.131508492,,34207.890509549,0,34207.890509549,PnotC,1,,,,,200,,0,19/03/2018,19/03/2018,MACL,acb15643-7347-4cbb-bcd9-5bae0f911841,Coastline Credit Union,,6.65,Personal Loan Secured with Fixed Term Deposit,Personal Loan Secured with Fixed Term Deposit,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,200000,84,5.29,0,0,5000,12,5.29,0,25,0,Monthly,,0,,,581ff6d1a949c96,581ff6d1a949c9659bf95b5b,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,aa4c5446-e0ee-4424-ad73-7657778b7c83,aa4c5446-e0ee-4424-ad73-7657778b7c83,510261
7.69,False,Coastline Credit Union - 581ff6d1a949c9659bf95b5d,Coastline Credit Union - Secured Car Loan (Car 2-4 Years),,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Coastline Credit Union - 1ce0891a-2a55-40b2-9367-9f8f2293c5ba - 12 to 84,7.69,603.850753232,,36231.045193928,0,36231.045193928,CnotP,1,,,,,200,,0,19/03/2018,19/03/2018,MACL,acb15643-7347-4cbb-bcd9-5bae0f911841,Coastline Credit Union,7.97,,Secured Car Loan (Car 2-4 Years),Secured Car Loan (Car 2-4 Years),0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,100000,84,7.69,0,0,30000,12,7.69,0,25,0,Monthly,,0,,,581ff6d1a949c96,581ff6d1a949c9659bf95b5d,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,1ce0891a-2a55-40b2-9367-9f8f2293c5ba,1ce0891a-2a55-40b2-9367-9f8f2293c5ba,510265
8.29,False,Coastline Credit Union - 581ff6d1a949c9659bf95b63,Coastline Credit Union - Secured Car Loan Fixed (Car 2-4 Years),,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Coastline Credit Union - 485f4030-d436-44df-94eb-d3478af02d5f - 12 to 84,8.29,612.464041447,,36747.842486818,0,36747.842486818,CnotP,1,,,,,200,,0,19/03/2018,19/03/2018,MACL,acb15643-7347-4cbb-bcd9-5bae0f911841,Coastline Credit Union,8.57,,Secured Car Loan Fixed (Car 2-4 Years),Secured Car Loan Fixed (Car 2-4 Years),0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,100000,84,8.29,0,0,30000,12,8.29,0,25,0,Monthly,,0,,,581ff6d1a949c96,581ff6d1a949c9659bf95b63,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,SECURED,,485f4030-d436-44df-94eb-d3478af02d5f,485f4030-d436-44df-94eb-d3478af02d5f,510277
9.19,False,Coastline Credit Union - 581ff6d2a949c9659bf95b65,Coastline Credit Union - Unsecured Car Loan Fixed (Car < 2 Years),,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Coastline Credit Union - e35668c2-4495-4eef-94e7-847e82a0235d - 12 to 84,9.19,625.520689089,,37531.241345323,0,37531.241345323,CnotP,1,,,,,200,,0,19/03/2018,19/03/2018,MACL,acb15643-7347-4cbb-bcd9-5bae0f911841,Coastline Credit Union,9.48,,Unsecured Car Loan Fixed (Car < 2 Years),Unsecured Car Loan Fixed (Car < 2 Years),0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,100000,84,9.19,0,0,1000,12,9.19,0,25,0,Monthly,,0,,,581ff6d2a949c96,581ff6d2a949c9659bf95b65,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,UNSECURED,,e35668c2-4495-4eef-94e7-847e82a0235d,e35668c2-4495-4eef-94e7-847e82a0235d,510281
7.75,False,Coastline Credit Union - 581ff6d2a949c9659bf95b67,Coastline Credit Union - Overdraft Secured,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Coastline Credit Union - de8ce673-e008-45c7-8490-eabb519f8383 - 0 to 999,7.75,604.708792530,,36282.527551799,0,36282.527551799,PnotC,1,,,,,200,,0,19/03/2018,19/03/2018,MACL,acb15643-7347-4cbb-bcd9-5bae0f911841,Coastline Credit Union,,9.13,Overdraft Secured,Overdraft Secured,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,NO,UNKNOWN,YES,False,YES,UNKNOWN,NO,YES,YES,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,999,7.75,0,0,0,0,7.75,0,25,0,Monthly,,0,,,581ff6d2a949c96,581ff6d2a949c9659bf95b67,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,de8ce673-e008-45c7-8490-eabb519f8383,de8ce673-e008-45c7-8490-eabb519f8383,510285
12.99,False,Commonwealth Bank of Australia - 581ff6d2a949c9659bf95b6b,Commonwealth Bank of Australia - Personal Loan Fixed,,1,5,0,0.5,0.5,0,0,0,0,0,-3,6,0,3,Commonwealth Bank of Australia - a45aa80c-4f55-4b3b-8d72-0cb9df2ff0cd - 60 to 72,12.99,682.438628198,,40946.317691853,600,41546.317691853,PandC,1,,,,,150,,0,19/03/2018,19/03/2018,CBA,1696a862-f5d6-4c83-9858-4e401e034668,Commonwealth Bank of Australia,13.87,16.15,Personal Loan Fixed,Personal Loan Fixed,0,,0,0,1000,12,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,YES,UNKNOWN,NO,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,50000,72,12.99,0,0,4000,60,12.99,0,20,10,Monthly,,0,,,581ff6d2a949c96,581ff6d2a949c9659bf95b6b,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,UNSECURED,,a45aa80c-4f55-4b3b-8d72-0cb9df2ff0cd,a45aa80c-4f55-4b3b-8d72-0cb9df2ff0cd,510303
5.34,False,Community First Credit Union - 581ff6d3a949c9659bf95b6d,Community First Credit Union - New Car Loan,,1,5,0,0.5,0.5,0,0,3,0,0,-3,9,5,3,Community First Credit Union - 4ec34356-09e8-47ee-849d-ab4e52b919ee - 0 to 84,5.34,570.821962283,,34249.317736957,300,34549.317736957,CnotP,1,,,,,195,,0,19/03/2018,19/03/2018,SWB,dcfa1d0f-5365-4875-9f19-1cbea75cb76a,Community First Credit Union,5.97,7.78,New Car Loan,New Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,YES,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,YES,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,NO,NO,NO,NO,60000,84,5.34,0,0,10000,0,5.34,0,25,5,Monthly,,0,,,581ff6d3a949c96,581ff6d3a949c9659bf95b6d,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,4ec34356-09e8-47ee-849d-ab4e52b919ee,4ec34356-09e8-47ee-849d-ab4e52b919ee,510309
13.49,False,Community First Credit Union - 581ff6d3a949c9659bf95b6f,Community First Credit Union - Used Car Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Community First Credit Union - 0414d603-bf2b-4672-b5a0-931b813a9b9e - 0 to 84,13.49,690.140836319,,41408.450179126,0,41408.450179126,CnotP,1,,,,,195,,0,19/03/2018,19/03/2018,SWB,dcfa1d0f-5365-4875-9f19-1cbea75cb76a,Community First Credit Union,13.78,,Used Car Loan,Used Car Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,YES,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,NO,NO,YES,NO,50000,84,13.49,0,0,0,0,13.49,0,25,0,Monthly,,0,,,581ff6d3a949c96,581ff6d3a949c9659bf95b6f,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,0414d603-bf2b-4672-b5a0-931b813a9b9e,0414d603-bf2b-4672-b5a0-931b813a9b9e,510313
8.1,False,Community First Credit Union - 581ff6d3a949c9659bf95b75,Community First Credit Union - Green Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Community First Credit Union - e2663f42-a90c-48bd-94ee-0928fabdaf64 - 60 to 120,8.1,609.728595877,,36583.715752606,0,36583.715752606,PnotC,1,,,,,195,,0,19/03/2018,19/03/2018,SWB,dcfa1d0f-5365-4875-9f19-1cbea75cb76a,Community First Credit Union,,9.44,Green Loan,Green Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,NO,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,NO,NO,NO,NO,35000,120,8.1,0,0,1000,60,8.1,0,25,0,Monthly,,0,,,581ff6d3a949c96,581ff6d3a949c9659bf95b75,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,e2663f42-a90c-48bd-94ee-0928fabdaf64,e2663f42-a90c-48bd-94ee-0928fabdaf64,510327
11.99,False,CUA - 581ff6d3a949c9659bf95b79,CUA - Unsecured Personal Loan Fixed,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,CUA - baa9b78e-451b-49d4-a637-e6d714e1eba2 - 0 to 84,11.99,667.181840607,,40030.910436424,0,40030.910436424,PandC,1,,,,,0,,0,19/03/2018,19/03/2018,CUA,e8674789-c12d-4413-8e73-bdedbb1547f3,CUA,11.99,11.99,Unsecured Personal Loan Fixed,Unsecured Personal Loan Fixed,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,YES,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,YES,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,YES,YES,60000,84,11.99,0,0,5000,0,11.99,0,0,0,Monthly,,0,,,581ff6d3a949c96,581ff6d3a949c9659bf95b79,0,"[""Weekly"",""Fortnightly"",""Monthly""]",FIXED,,UNSECURED,,baa9b78e-451b-49d4-a637-e6d714e1eba2,baa9b78e-451b-49d4-a637-e6d714e1eba2,510337
6.59,False,Defence Bank - 581ff6d3a949c9659bf95b7c,Defence Bank - Used Vehicle Loan (Vehicle < 5 Years),,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Defence Bank - a670008a-936e-47e2-b304-ee0b097eef7e - 0 to 84,6.59,588.249949773,,35294.996986386,600,35894.996986386,CnotP,1,,,,,150,,0,19/03/2018,19/03/2018,DFCU,c321fcfa-4f69-458b-a677-307858515b50,Defence Bank,7.51,9.82,Used Vehicle Loan (Vehicle < 5 Years),Used Vehicle Loan (Vehicle < 5 Years),0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,NO,YES,UNKNOWN,NO,False,YES,UNKNOWN,YES,NO,NO,NO,YES,NO,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,NO,YES,NO,150000,84,6.59,0,0,1000,0,6.59,0,0,10,Monthly,,0,,,581ff6d3a949c96,581ff6d3a949c9659bf95b7c,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,SECURED,,a670008a-936e-47e2-b304-ee0b097eef7e,a670008a-936e-47e2-b304-ee0b097eef7e,510341
11.74,False,Defence Bank - 581ff6d4a949c9659bf95b7e,Defence Bank - Personal Loan,,1,5,0,0.5,0.5,0,0,3,0,0,0,9,5,3,Defence Bank - e869f268-5b93-4b7f-8543-c385cbe3a427 - 0 to 84,11.74,663.398532165,,39803.911929879,600,40403.911929879,PnotC,1,,,,,150,,0,19/03/2018,19/03/2018,DFCU,c321fcfa-4f69-458b-a677-307858515b50,Defence Bank,,14.91,Personal Loan,Personal Loan,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,YES,,,YES,NO,UNKNOWN,YES,False,YES,UNKNOWN,YES,YES,NO,YES,YES,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,150000,84,11.74,0,0,1000,0,11.74,0,0,10,Monthly,,0,,,581ff6d4a949c96,581ff6d4a949c9659bf95b7e,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,e869f268-5b93-4b7f-8543-c385cbe3a427,e869f268-5b93-4b7f-8543-c385cbe3a427,510345
15.35,False,Defence Bank - 581ff6d4a949c9659bf95b80,Defence Bank - Overdraft,,1,0,0,0.5,0.5,0,0,0,0,0,0,1,5,3,Defence Bank - a8f3a9fe-aa1b-49b7-b425-008c87a213fe - 0 to 999,15.35,719.221317994,,43153.279079666,0,43153.279079666,PnotC,1,,,,,0,,0,19/03/2018,19/03/2018,DFCU,c321fcfa-4f69-458b-a677-307858515b50,Defence Bank,,15.35,Overdraft,Overdraft,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,YES,False,NO,UNKNOWN,NO,YES,YES,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,999,15.35,0,0,1000,0,15.35,0,0,0,Monthly,,0,,,581ff6d4a949c96,581ff6d4a949c9659bf95b80,0,"[""Weekly"",""Fortnightly"",""Monthly""]",VARIABLE,,UNSECURED,,a8f3a9fe-aa1b-49b7-b425-008c87a213fe,a8f3a9fe-aa1b-49b7-b425-008c87a213fe,510349
5.615,False,Family First Credit Union - 581ff6d4a949c9659bf95b90,Family First Credit Union - Mortgage Secured Overdraft,,1,0,0,0,0.5,0,0,0,0,0,0,0.5,5,3,Family First Credit Union - 97e7421c-fb57-4556-916b-70d5ee78e58f - 0 to 999,5.615,574.628635614,,34477.718136865,0,34477.718136865,PnotC,1,,,,,75,,0,19/03/2018,19/03/2018,LMCU,0c36db6b-0516-4234-b4d7-c5668ae189d5,Family First Credit Union,,5.99,Mortgage Secured Overdraft,Mortgage Secured Overdraft,0,,0,0,,,personal-loan-variations-2018-03-19,personal-loans-2018-03-19,NO,UNKNOWN,NO,,,NO,NO,UNKNOWN,YES,False,NO,UNKNOWN,NO,YES,YES,YES,NO,NO,UNKNOWN,YES,NO,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,NO,YES,NO,YES,99999999,999,5.74,0,0,5000,0,5.49,0,0,0,Monthly,,0,,,581ff6d4a949c96,581ff6d4a949c9659bf95b90,0,"[""Monthly""]",VARIABLE,,SECURED,,97e7421c-fb57-4556-916b-70d5ee78e58f,97e7421c-fb57-4556-916b-70d5ee78e58f,510391
